Chambre,Emplacement,RawScan,Nb caisse,Nb bocaux,RawScan-Mani p,Strain,Line,Date,NbSem,AgeAMS,Type,Bocaux,Milieu,Rang,XorEorRori ,Rang/Rang+,Type+Rang,nom_varietes,Batch#,BatchLines,Qualité CHF,Unnamed: 22,Unnamed: 23,Unnamed: 24,0,Unnamed: 26,Unnamed: 27,1,< alt+e
3,3D41,861120250619E 5 69 ,,7.0,861120250619E 5,MDJU,3522.0,2025-06-19,13.0,2 mois 4 sem.,E 5 ,7.0,E ,5.0,E,5,E5,MEDJOOL,MEDJOOL 108,3521-3530,,,,,,,,,
3,3D41,861120250828EA5 16 ,,9.0,861120250828EA5,MDJU,3522.0,2025-08-28,3.0,3 sem.,EA5 ,9.0,EA,5.0,E,5,E5,MEDJOOL,MEDJOOL 108,3521-3530,,,,,,,,,
3,3D41,851620250806E 3 16 ,1.0,1.0,851620250806E 3,MDJU,3514.0,2025-08-06,6.0,1 mois 1 sem.,E 3 ,15.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3D32,841320250901E 3 85 ,,6.0,841320250901E 3,MDJU,3476.0,2025-09-01,2.0,2 sem.,E 3 ,6.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 106,3476-3500,,,,,,,,,
3,3D32,841320250901E 3 69 ,1.0,7.0,841320250901E 3,MDJU,3476.0,2025-09-01,2.0,2 sem.,E 3 ,21.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 106,3476-3500,,,,,,,,,
3,3D32,851220250827EA4 16 ,,7.0,851220250827EA4,MDJU,3508.0,2025-08-27,3.0,3 sem.,EA4 ,7.0,EA,4.0,E,4,E4,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3D32,851220250909E 4 37 ,3.0,6.0,851220250909E 4,MDJU,3508.0,2025-09-09,1.0,1 sem.,E 4 ,48.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3D32,851220250911E 7 73 ,1.0,,851220250911E 7,MDJU,3508.0,2025-09-11,1.0,1 sem.,E 7 ,14.0,E ,7.0,E,7+,E7+,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3D32,851220250911E 6 73 ,,9.0,851220250911E 6,MDJU,3508.0,2025-09-11,1.0,1 sem.,E 6 ,9.0,E ,6.0,E,6,E6,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3D32,851220250912E 4 59 ,,225.0,851220250912E 4,MDJU,3508.0,2025-09-12,0.0,< 1 sem.,E 4 ,225.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3D31,851220250904E 4 68 ,,13.0,851220250904E 4,MDJU,3508.0,2025-09-04,2.0,2 sem.,E 4 ,13.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3D31,830620250715EA3 34 ,,2.0,830620250715EA3,MDJU,3445.0,2025-07-15,9.0,2 mois ,EA3 ,2.0,EA,3.0,E,3,E3,MEDJOOL,MEDJOOL 104,3441-3460,,,,,,,,,
3,3D31,861120250811E 4 85 ,2.0,,861120250811E 4,MDJU,3522.0,2025-08-11,5.0,1 mois 1 sem.,E 4 ,28.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 108,3521-3530,,,,,,,,,
3,3D31,861120250811E 4 85 ,5.0,1.0,861120250811E 4,MDJU,3522.0,2025-08-11,5.0,1 mois 1 sem.,E 4 ,71.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 108,3521-3530,,,,,,,,,
3,3D31,851620250813E 5 68 ,1.0,5.0,851620250813E 5,MDJU,3514.0,2025-08-13,5.0,1 mois ,E 5 ,19.0,E ,5.0,E,5,E5,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3D31,851620250812E 5 85 ,,5.0,851620250812E 5,MDJU,3514.0,2025-08-12,5.0,1 mois ,E 5 ,5.0,E ,5.0,E,5,E5,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3D31,809020250731EA2 59 ,,7.0,809020250731EA2,MDJU,3407.0,2025-07-31,7.0,1 mois 2 sem.,EA2 ,7.0,EA,2.0,E,2,E2,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
3,3D21,841320250814EA9 16 ,,9.0,841320250814EA9,MDJU,3476.0,2025-08-14,5.0,1 mois ,EA9 ,9.0,EA,9.0,E,7+,E7+,MEDJOOL,MEDJOOL 106,3476-3500,,,,,,,,,
3,3D21,842520250708EA6 34 ,,4.0,842520250708EA6,MDJU,3491.0,2025-07-08,10.0,2 mois 1 sem.,EA6 ,4.0,EA,6.0,E,6,E6,MEDJOOL,MEDJOOL 106,3476-3500,,,,,,,,,
3,3D21,842520250806E 7 37 ,,11.0,842520250806E 7,MDJU,3491.0,2025-08-06,6.0,1 mois 1 sem.,E 7 ,11.0,E ,7.0,E,7+,E7+,MEDJOOL,MEDJOOL 106,3476-3500,,,,,,,,,
3,3D21,851220250707E 3 68 ,,12.0,851220250707E 3,MDJU,3508.0,2025-07-07,10.0,2 mois 1 sem.,E 3 ,12.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3D21,843120250703E 7 37 ,,6.0,843120250703E 7,MDJU,3500.0,2025-07-03,11.0,2 mois 2 sem.,E 7 ,6.0,E ,7.0,E,7+,E7+,MEDJOOL,MEDJOOL 106,3476-3500,,,,,,,,,
3,3D21,851620250707E 4 34 ,,9.0,851620250707E 4,MDJU,3514.0,2025-07-07,10.0,2 mois 1 sem.,E 4 ,9.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3D21,843120250702EA6 59 ,,2.0,843120250702EA6,MDJU,3500.0,2025-07-02,11.0,2 mois 2 sem.,EA6 ,2.0,EA,6.0,E,6,E6,MEDJOOL,MEDJOOL 106,3476-3500,,,,,,,,,
3,3D21,843120250702E 6 59 ,,9.0,843120250702E 6,MDJU,3500.0,2025-07-02,11.0,2 mois 2 sem.,E 6 ,9.0,E ,6.0,E,6,E6,MEDJOOL,MEDJOOL 106,3476-3500,,,,,,,,,
3,3D21,851620250804EA5 16 ,,5.0,851620250804EA5,MDJU,3514.0,2025-08-04,6.0,1 mois 2 sem.,EA5 ,5.0,EA,5.0,E,5,E5,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3D21,840220250915E 3 68 ,1.0,6.0,840220250915E 3,MDJU,3464.0,2025-09-15,0.0,< 1 sem.,E 3 ,20.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
3,3D21,840220250915E 4 68 ,1.0,,840220250915E 4,MDJU,3464.0,2025-09-15,0.0,< 1 sem.,E 4 ,14.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
3,3D21,840220250916EA4 86 ,1.0,9.0,840220250916EA4,MDJU,3464.0,2025-09-16,0.0,< 1 sem.,EA4 ,23.0,EA,4.0,E,4,E4,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
3,3D21,840220250915E 5 68 ,1.0,,840220250915E 5,MDJU,3464.0,2025-09-15,0.0,< 1 sem.,E 5 ,14.0,E ,5.0,E,5,E5,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
3,3D21,840220250915E 6 68 ,1.0,,840220250915E 6,MDJU,3464.0,2025-09-15,0.0,< 1 sem.,E 6 ,14.0,E ,6.0,E,6,E6,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
3,3D21,851220250710EA6 85 ,1.0,,851220250710EA6,MDJU,3508.0,2025-07-10,10.0,2 mois 1 sem.,EA6 ,14.0,EA,6.0,E,6,E6,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3D21,851220250826E 3 16 ,1.0,,851220250826E 3,MDJU,3508.0,2025-08-26,3.0,3 sem.,E 3 ,14.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3D21,851220250708E 6 85 ,1.0,,851220250708E 6,MDJU,3508.0,2025-07-08,10.0,2 mois 1 sem.,E 6 ,14.0,E ,6.0,E,6,E6,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3D21,851620250723EA4 34 ,,3.0,851620250723EA4,MDJU,3514.0,2025-07-23,8.0,1 mois 3 sem.,EA4 ,3.0,EA,4.0,E,4,E4,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3D22,564020250804E+1620 ,10.0,3.0,564020250804E+1,MDJU,2306.0,2025-08-04,6.0,1 mois 2 sem.,E+16,143.0,E+,16.0,X,13+,X13+,MEDJOOL,MEDJOOL 109,2306,,,,,,,,,
3,3D22,851220250807E 3 16 ,1.0,,851220250807E 3,MDJU,3508.0,2025-08-07,6.0,1 mois 1 sem.,E 3 ,14.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3D22,851220250708E 3 69 ,1.0,2.0,851220250708E 3,MDJU,3508.0,2025-07-08,10.0,2 mois 1 sem.,E 3 ,16.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3C51,851220250703E 4 37 ,2.0,,851220250703E 4,MDJU,3508.0,2025-07-03,11.0,2 mois 2 sem.,E 4 ,28.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3C51,809020250807E 4 86 ,,9.0,809020250807E 4,MDJU,3407.0,2025-08-07,6.0,1 mois 1 sem.,E 4 ,9.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
3,3C51,809020250806E 4 37 ,1.0,9.0,809020250806E 4,MDJU,3407.0,2025-08-06,6.0,1 mois 1 sem.,E 4 ,23.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
3,3C51,809020250730CS4 54 ,,2.0,809020250730CS4,MDJU,3407.0,2025-07-30,7.0,1 mois 2 sem.,CS4 ,2.0,CS,4.0,E,4,E4,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
3,3C41,564020250819XM1572 ,,756.0,564020250819XM1,MDJU,2306.0,2025-08-19,4.0,4 sem.,XM15,756.0,XM,15.0,X,13+,X13+,MEDJOOL,MEDJOOL 109,2306,,,,,,,,,
3,3C31,841320250916RG1859 ,12.0,,841320250916RG1,MDJU,3476.0,2025-09-16,0.0,< 1 sem.,RG18,168.0,RG,18.0,X,13+,X13+,MEDJOOL,MEDJOOL 106,3476-3500,,,,,,,,,
3,3C32,564020250804XS1620 ,4.0,,564020250804XS1,MDJU,2306.0,2025-08-04,6.0,1 mois 2 sem.,XS16,56.0,XS,16.0,X,13+,X13+,MEDJOOL,MEDJOOL 109,2306,,,,,,,,,
3,3C22,861120250718E 6 69 ,2.0,,861120250718E 6,MDJU,3522.0,2025-07-18,8.0,2 mois ,E 6 ,28.0,E ,6.0,E,6,E6,MEDJOOL,MEDJOOL 108,3521-3530,,,,,,,,,
3,3C22,843120250721E 7 69 ,,6.0,843120250721E 7,MDJU,3500.0,2025-07-21,8.0,1 mois 4 sem.,E 7 ,6.0,E ,7.0,E,7+,E7+,MEDJOOL,MEDJOOL 106,3476-3500,,,,,,,,,
3,3C22,809020250804E 3 16 ,,3.0,809020250804E 3,MDJU,3407.0,2025-08-04,6.0,1 mois 2 sem.,E 3 ,3.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
3,3C22,564020250819E+1573 ,1.0,,564020250819E+1,MDJU,2306.0,2025-08-19,4.0,4 sem.,E+15,14.0,E+,15.0,X,13+,X13+,MEDJOOL,MEDJOOL 109,2306,,,,,,,,,
3,3C22,564020250819E+1573 ,1.0,,564020250819E+1,MDJU,2306.0,2025-08-19,4.0,4 sem.,E+15,14.0,E+,15.0,X,13+,X13+,MEDJOOL,MEDJOOL 109,2306,,,,,,,,,
3,3C21,564020250818E+1588 ,,464.0,564020250818E+1,MDJU,2306.0,2025-08-18,4.0,1 mois ,E+15,464.0,E+,15.0,X,13+,X13+,MEDJOOL,MEDJOOL 109,2306,,,,,,,,,
3,3C21,564020250814E+1586 ,1.0,,564020250814E+1,MDJU,2306.0,2025-08-14,5.0,1 mois ,E+15,14.0,E+,15.0,X,13+,X13+,MEDJOOL,MEDJOOL 109,2306,,,,,,,,,
3,3C21,564020250814E+1584 ,1.0,,564020250814E+1,MDJU,2306.0,2025-08-14,5.0,1 mois ,E+15,14.0,E+,15.0,X,13+,X13+,MEDJOOL,MEDJOOL 109,2306,,,,,,,,,
3,3C21,564020250814E+1584 ,1.0,,564020250814E+1,MDJU,2306.0,2025-08-14,5.0,1 mois ,E+15,14.0,E+,15.0,X,13+,X13+,MEDJOOL,MEDJOOL 109,2306,,,,,,,,,
3,3C11,851620250901E 3 16 ,1.0,,851620250901E 3,MDJU,3514.0,2025-09-01,2.0,2 sem.,E 3 ,14.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3C11,861620250813E 5 16 ,,5.0,861620250813E 5,MDJU,3529.0,2025-08-13,5.0,1 mois ,E 5 ,5.0,E ,5.0,E,5,E5,MEDJOOL,MEDJOOL 108,3521-3530,,,,,,,,,
3,3C11,851220250721E 3 73 ,,5.0,851220250721E 3,MDJU,3508.0,2025-07-21,8.0,1 mois 4 sem.,E 3 ,5.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3C11,851220250811E 3 68 ,,6.0,851220250811E 3,MDJU,3508.0,2025-08-11,5.0,1 mois 1 sem.,E 3 ,6.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3C11,851220250812E 6 37 ,1.0,1.0,851220250812E 6,MDJU,3508.0,2025-08-12,5.0,1 mois ,E 6 ,15.0,E ,6.0,E,6,E6,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3C11,843120250811E 6 37 ,,10.0,843120250811E 6,MDJU,3500.0,2025-08-11,5.0,1 mois 1 sem.,E 6 ,10.0,E ,6.0,E,6,E6,MEDJOOL,MEDJOOL 106,3476-3500,,,,,,,,,
3,3C11,843120250901E 6 16 ,,4.0,843120250901E 6,MDJU,3500.0,2025-09-01,2.0,2 sem.,E 6 ,4.0,E ,6.0,E,6,E6,MEDJOOL,MEDJOOL 106,3476-3500,,,,,,,,,
3,3C11,870520250910E 1 7  ,,7.0,870520250910E 1,MDJU,2311.0,2025-09-10,1.0,1 sem.,E 1 ,7.0,E ,1.0,E,1,E1,MEDJOOL,MEDJOOL 110,2311,,,,,,,,,
3,3C11,564020250910XS1720 ,4.0,5.0,564020250910XS1,MDJU,2306.0,2025-09-10,1.0,1 sem.,XS17,61.0,XS,17.0,X,13+,X13+,MEDJOOL,MEDJOOL 109,2306,,,,,,,,,
3,3C11,851220250807E 7 37 ,,3.0,851220250807E 7,MDJU,3508.0,2025-08-07,6.0,1 mois 1 sem.,E 7 ,3.0,E ,7.0,E,7+,E7+,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3C12,851220250723E 3 34 ,,3.0,851220250723E 3,MDJU,3508.0,2025-07-23,8.0,1 mois 3 sem.,E 3 ,3.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3C12,851220250806E 5 37 ,,10.0,851220250806E 5,MDJU,3508.0,2025-08-06,6.0,1 mois 1 sem.,E 5 ,10.0,E ,5.0,E,5,E5,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3C12,851220250806E 7 37 ,,3.0,851220250806E 7,MDJU,3508.0,2025-08-06,6.0,1 mois 1 sem.,E 7 ,3.0,E ,7.0,E,7+,E7+,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3C12,809020250716E 3 37 ,1.0,8.0,809020250716E 3,MDJU,3407.0,2025-07-16,9.0,2 mois ,E 3 ,22.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
3,3C12,840220250715E 6 37 ,,11.0,840220250715E 6,MDJU,3464.0,2025-07-15,9.0,2 mois ,E 6 ,11.0,E ,6.0,E,6,E6,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
3,3C12,851220250723EA7 34 ,,3.0,851220250723EA7,MDJU,3508.0,2025-07-23,8.0,1 mois 3 sem.,EA7 ,3.0,EA,7.0,E,7+,E7+,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3C12,851620250829E 7 16 ,,10.0,851620250829E 7,MDJU,3514.0,2025-08-29,2.0,2 sem.,E 7 ,10.0,E ,7.0,E,7+,E7+,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3C12,840220250904E 4 85 ,3.0,,840220250904E 4,MDJU,3464.0,2025-09-04,2.0,2 sem.,E 4 ,42.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
3,3C12,840220250903E 4 68 ,1.0,1.0,840220250903E 4,MDJU,3464.0,2025-09-03,2.0,2 sem.,E 4 ,15.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
3,3C12,851620250710E 6 37 ,,4.0,851620250710E 6,MDJU,3514.0,2025-07-10,10.0,2 mois 1 sem.,E 6 ,4.0,E ,6.0,E,6,E6,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3C12,851620250710E 6 37 ,,6.0,851620250710E 6,MDJU,3514.0,2025-07-10,10.0,2 mois 1 sem.,E 6 ,6.0,E ,6.0,E,6,E6,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3C12,851620250710E 5 37 ,,4.0,851620250710E 5,MDJU,3514.0,2025-07-10,10.0,2 mois 1 sem.,E 5 ,4.0,E ,5.0,E,5,E5,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3D12,809020250812E 3 84 ,14.0,7.0,809020250812E 3,MDJU,3407.0,2025-08-12,5.0,1 mois ,E 3 ,203.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
3,3D12,809020250812E 3 4  ,2.0,,809020250812E 3,MDJU,3407.0,2025-08-12,5.0,1 mois ,E 3 ,28.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
3,3D12,843120250704E 5 37 ,,11.0,843120250704E 5,MDJU,3500.0,2025-07-04,10.0,2 mois 2 sem.,E 5 ,11.0,E ,5.0,E,5,E5,MEDJOOL,MEDJOOL 106,3476-3500,,,,,,,,,
3,3D11,840220250902EA4 68 ,1.0,4.0,840220250902EA4,MDJU,3464.0,2025-09-02,2.0,2 sem.,EA4 ,18.0,EA,4.0,E,4,E4,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
3,3D11,840220250829E 4 68 ,,4.0,840220250829E 4,MDJU,3464.0,2025-08-29,2.0,2 sem.,E 4 ,4.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
3,3D11,840220250829E 4 68 ,,13.0,840220250829E 4,MDJU,3464.0,2025-08-29,2.0,2 sem.,E 4 ,13.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
3,3D11,840220250829E 4 69 ,,8.0,840220250829E 4,MDJU,3464.0,2025-08-29,2.0,2 sem.,E 4 ,8.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
3,3D11,840220250829E 4 69 ,11.0,,840220250829E 4,MDJU,3464.0,2025-08-29,2.0,2 sem.,E 4 ,154.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
3,3D11,843120250718E 4 37 ,,10.0,843120250718E 4,MDJU,3500.0,2025-07-18,8.0,2 mois ,E 4 ,10.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 106,3476-3500,,,,,,,,,
3,3D11,851220250826E 5 34 ,,5.0,851220250826E 5,MDJU,3508.0,2025-08-26,3.0,3 sem.,E 5 ,5.0,E ,5.0,E,5,E5,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3D11,809020250722E 2 34 ,,3.0,809020250722E 2,MDJU,3407.0,2025-07-22,8.0,1 mois 3 sem.,E 2 ,3.0,E ,2.0,E,2,E2,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
3,3D11,843120250716EA3 34 ,,3.0,843120250716EA3,MDJU,3500.0,2025-07-16,9.0,2 mois ,EA3 ,3.0,EA,3.0,E,3,E3,MEDJOOL,MEDJOOL 106,3476-3500,,,,,,,,,
3,3D11,851220250716EA7 34 ,,1.0,851220250716EA7,MDJU,3508.0,2025-07-16,9.0,2 mois ,EA7 ,1.0,EA,7.0,E,7+,E7+,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3D11,851620250801E 6 34 ,,3.0,851620250801E 6,MDJU,3514.0,2025-08-01,6.0,1 mois 2 sem.,E 6 ,3.0,E ,6.0,E,6,E6,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3D11,843120250814EA4 69 ,1.0,,843120250814EA4,MDJU,3500.0,2025-08-14,5.0,1 mois ,EA4 ,14.0,EA,4.0,E,4,E4,MEDJOOL,MEDJOOL 106,3476-3500,,,,,,,,,
3,3D11,840220250811E 7 16 ,,7.0,840220250811E 7,MDJU,3464.0,2025-08-11,5.0,1 mois 1 sem.,E 7 ,7.0,E ,7.0,E,7+,E7+,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
3,3B11,809020250723E 3 85 ,7.0,1.0,809020250723E 3,MDJU,3407.0,2025-07-23,8.0,1 mois 3 sem.,E 3 ,99.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
3,3B11,809020250728E 3 21 ,,260.0,809020250728E 3,MDJU,3407.0,2025-07-28,7.0,1 mois 3 sem.,E 3 ,260.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 102,3381-3410,,,,,,,,,
3,3B12,840220250916E 8 34 ,2.0,,840220250916E 8,MDJU,3464.0,2025-09-16,0.0,< 1 sem.,E 8 ,28.0,E ,8.0,E,7+,E7+,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
3,3B12,840220250915E 5 59 ,,3.0,840220250915E 5,MDJU,3464.0,2025-09-15,0.0,< 1 sem.,E 5 ,3.0,E ,5.0,E,5,E5,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
3,3B12,840220250915E 6 59 ,,5.0,840220250915E 6,MDJU,3464.0,2025-09-15,0.0,< 1 sem.,E 6 ,5.0,E ,6.0,E,6,E6,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
3,3B12,840220250916E 4 85 ,3.0,,840220250916E 4,MDJU,3464.0,2025-09-16,0.0,< 1 sem.,E 4 ,42.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
3,3B12,840220250912E 8 89 ,,6.0,840220250912E 8,MDJU,3464.0,2025-09-12,0.0,< 1 sem.,E 8 ,6.0,E ,8.0,E,7+,E7+,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
3,3B12,840220250915E 3 70 ,1.0,3.0,840220250915E 3,MDJU,3464.0,2025-09-15,0.0,< 1 sem.,E 3 ,17.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
3,3B12,840220250912E 3 70 ,1.0,,840220250912E 3,MDJU,3464.0,2025-09-12,0.0,< 1 sem.,E 3 ,14.0,E ,3.0,E,3,E3,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
3,3B12,840220250912E 5 85 ,1.0,,840220250912E 5,MDJU,3464.0,2025-09-12,0.0,< 1 sem.,E 5 ,14.0,E ,5.0,E,5,E5,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
3,3B12,840220250912E 5 68 ,1.0,,840220250912E 5,MDJU,3464.0,2025-09-12,0.0,< 1 sem.,E 5 ,14.0,E ,5.0,E,5,E5,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
3,3B12,840220250911E 5 68 ,5.0,2.0,840220250911E 5,MDJU,3464.0,2025-09-11,1.0,1 sem.,E 5 ,72.0,E ,5.0,E,5,E5,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
3,3A12,851620250625E 4 69 ,1.0,,851620250625E 4,MDJU,3514.0,2025-06-25,12.0,2 mois 3 sem.,E 4 ,14.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3A12,851620250626EA8 68 ,,2.0,851620250626EA8,MDJU,3514.0,2025-06-26,12.0,2 mois 3 sem.,EA8 ,2.0,EA,8.0,E,7+,E7+,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3A12,840220250626E 6 87 ,,7.0,840220250626E 6,MDJU,3464.0,2025-06-26,12.0,2 mois 3 sem.,E 6 ,7.0,E ,6.0,E,6,E6,MEDJOOL,MEDJOOL 105,3461-3475,,,,,,,,,
3,3A12,851220250801E 6 69 ,2.0,,851220250801E 6,MDJU,3508.0,2025-08-01,6.0,1 mois 2 sem.,E 6 ,28.0,E ,6.0,E,6,E6,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3A12,851220250731E 4 69 ,,8.0,851220250731E 4,MDJU,3508.0,2025-07-31,7.0,1 mois 2 sem.,E 4 ,8.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3A12,851220250729E 8 37 ,,6.0,851220250729E 8,MDJU,3508.0,2025-07-29,7.0,1 mois 2 sem.,E 8 ,6.0,E ,8.0,E,7+,E7+,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3A12,851220250801E 5 85 ,2.0,,851220250801E 5,MDJU,3508.0,2025-08-01,6.0,1 mois 2 sem.,E 5 ,28.0,E ,5.0,E,5,E5,MEDJOOL,MEDJOOL 107,3501-3520,,,,,,,,,
3,3A12,861120250626EA6 68 ,1.0,,861120250626EA6,MDJU,3522.0,2025-06-26,12.0,2 mois 3 sem.,EA6 ,14.0,EA,6.0,E,6,E6,MEDJOOL,MEDJOOL 108,3521-3530,,,,,,,,,
3,3A11,564020250912E+1670 ,21.0,8.0,564020250912E+1,MDJU,2306.0,2025-09-12,0.0,< 1 sem.,E+16,302.0,E+,16.0,X,13+,X13+,MEDJOOL,MEDJOOL 109,2306,,,,,,,,,
3,3B52,830620250912E 4 59 ,,3.0,830620250912E 4,MDJU,3445.0,2025-09-12,0.0,< 1 sem.,E 4 ,3.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 104,3441-3460,,,,,,,,,
3,3B52,830620250915E 4 37 ,,8.0,830620250915E 4,MDJU,3445.0,2025-09-15,0.0,< 1 sem.,E 4 ,8.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 104,3441-3460,,,,,,,,,
3,3B52,830620250915E 4 70 ,,5.0,830620250915E 4,MDJU,3445.0,2025-09-15,0.0,< 1 sem.,E 4 ,5.0,E ,4.0,E,4,E4,MEDJOOL,MEDJOOL 104,3441-3460,,,,,,,,,
3,3B52,843120250916E 8 34 ,1.0,,843120250916E 8,MDJU,3500.0,2025-09-16,0.0,< 1 sem.,E 8 ,14.0,E ,8.0,E,7+,E7+,MEDJOOL,MEDJOOL 106,3476-3500,,,,,,,,,
